x
-3.67E+36
-1.04E+37
-4.62E+37
-3.51E+37
-1.05E+37
-7.84E+37
-1.56E+38
-2.61E+37
-6.05E+35
-1.08E+38
-1.03E+38
-6.93E+37
-1.33E+38
1.86E+37
-7.02E+37
6.87E+37
7.71E+37
-1.54E+37
-2.91E+37
-2.34E+37
1.68E+37
-6.77E+37
-9.72E+37
-2.21E+37
-7.37E+36
-4.16E+37
-1.37E+38
-2.40E+37
-2.83E+37
-6.83E+37
-7.57E+37
-7.08E+37
-1.18E+38
-5.32E+37
-8.89E+37
-4.97E+37
-1.43E+38
-1.06E+38
-3.44E+37
-1.07E+37
-1.11E+37
6.33E+36
-8.49E+37
-6.64E+37
-2.88E+37
-7.69E+37
-6.64E+37
-3.52E+37
-1.39E+38
-6.63E+37
-5.31E+37
-4.19E+37
-3.52E+37
-1.05E+38
-2.55E+36
1.91E+37
-5.97E+37
-6.83E+37
-5.04E+37
-1.32E+38
2.54E+37
-8.83E+37
-3.78E+37
-2.35E+37
-5.65E+37
-5.13E+37
-7.24E+37
-9.92E+37
-7.30E+37
-6.40E+36
-4.39E+36
-5.81E+37
-1.23E+38
-2.82E+37
2.84E+37
-2.48E+37
-5.30E+37
-6.49E+37
-3.94E+37
-2.62E+37
-8.14E+37
-3.58E+37
-7.94E+36
-9.08E+37
-8.59E+37
-1.14E+38
-1.27E+38
-5.05E+37
-9.31E+37
-1.39E+38
-9.61E+37
-1.14E+38
-2.13E+37
-4.92E+37
-3.16E+37
-9.34E+37
-5.89E+37
-9.36E+37
-5.04E+37
-1.19E+38
-5.49E+37
-1.10E+38
-6.05E+37
1.28E+37
-7.38E+37
1.32E+37
-7.67E+37
-1.14E+38
-2.24E+37
-1.03E+38
-7.35E+37
2.08E+36
6.40E+36
4.77E+36
-7.52E+36
-4.40E+37
-1.03E+38
-4.93E+37
-3.38E+37
-5.94E+36
-2.88E+37
-6.34E+37
3.95E+37
-1.11E+38
1.19E+37
-3.40E+37
-7.68E+37
-1.10E+38
-5.57E+37
-5.14E+37
1.82E+37
-5.55E+37
1.27E+35
-1.18E+38
-1.16E+37
-9.43E+37
-1.78E+37
-6.45E+37
-2.64E+37
-8.01E+37
-8.68E+37
-2.95E+37
-3.53E+37
-6.51E+37
-2.20E+37
-2.23E+37
1.30E+37
-3.94E+37
-2.79E+37
-3.91E+37
-1.75E+36
-1.06E+38
-1.07E+38
-5.38E+37
-1.05E+38
-8.04E+37
-3.35E+37
-4.08E+37
-3.43E+37
-8.88E+37
-7.35E+36
-5.71E+37
-4.87E+37
-1.41E+38
-2.28E+37
1.23E+37
3.01E+37
-7.94E+37
-4.05E+37
-2.40E+37
-1.43E+38
9.32E+36
-7.56E+37
-6.06E+37
-9.55E+37
-7.92E+37
2.21E+37
-6.97E+37
-1.10E+38
-1.41E+38
-7.49E+37
-5.03E+37
-2.08E+37
-2.74E+37
-3.56E+37
1.53E+37
-2.90E+37
-4.80E+37
-9.03E+37
-5.27E+37
-1.09E+38
-7.90E+37
-1.88E+37
-1.01E+38
-1.27E+38
-4.30E+37
-1.40E+38
-8.33E+37
-3.34E+37
-6.52E+37
-4.11E+37
-3.64E+37
-7.38E+37
-6.96E+37
-9.62E+37
-6.18E+37
-4.68E+37
-1.01E+38
-6.49E+36
-8.02E+37
-7.34E+37
-1.37E+38
-7.03E+36
-3.68E+37
-1.85E+37
-2.61E+37
-6.94E+37
-1.20E+38
-7.91E+37
-6.48E+37
-4.66E+37
-8.91E+37
-7.58E+37
-2.28E+37
-1.87E+37
-3.33E+37
-1.64E+38
-3.85E+37
-6.81E+36
-7.96E+37
-3.61E+37
2.02E+37
-9.81E+37
-3.75E+37
-9.14E+37
-4.60E+37
-7.72E+37
-1.76E+37
-4.11E+37
-9.42E+37
-1.45E+38
-2.00E+37
-9.46E+37
-6.00E+37
-4.03E+37
-2.80E+37
-7.17E+37
-1.23E+37
-8.47E+37
-1.10E+38
-1.02E+38
-7.84E+37
-4.38E+37
-8.41E+37
-3.05E+37
-3.77E+37
-1.36E+38
-9.12E+37
2.00E+37
3.50E+37
-7.38E+37
-8.26E+37
-6.34E+37
3.35E+37
-3.89E+37
-8.31E+37
-1.29E+38
2.77E+37
-7.14E+37
2.45E+36
-2.12E+37
-7.22E+37
-1.32E+37
-7.69E+37
2.44E+36
-8.62E+37
-2.53E+36
3.66E+37
-6.53E+37
3.84E+37
-8.26E+37
-7.61E+37
-5.25E+37
-7.41E+37
1.63E+37
-9.82E+37
-9.80E+37
-4.00E+37
-2.09E+37
-5.09E+37
-5.21E+37
-1.04E+38
-1.02E+38
3.22E+37
-1.00E+38
-6.62E+37
-7.72E+37
-1.48E+38
-3.07E+37
-4.74E+37
-1.04E+38
-3.66E+37
-9.57E+37
-3.84E+37
-6.61E+37
-5.28E+37
-3.54E+37
-7.29E+37
-2.39E+37
-4.86E+37
-9.39E+37
-9.63E+37
3.06E+37
-2.63E+37
-1.07E+38
-3.83E+37
-5.29E+37
5.41E+36
-1.18E+38
-2.65E+37
-5.71E+37
-2.08E+37
-4.16E+37
-1.25E+38
-5.91E+37
8.26E+36
-1.15E+38
2.92E+37
-4.93E+37
-8.45E+37
-7.75E+37
-7.96E+37
3.61E+37
-5.18E+37
-1.14E+38
-4.62E+37
-8.42E+37
-1.61E+37
-6.10E+37
-3.90E+37
-9.17E+37
-2.19E+37
-6.00E+37
1.87E+37
-4.38E+36
1.99E+37
-9.95E+37
-3.40E+37
-6.61E+37
-3.51E+37
-3.55E+36
-8.10E+37
-6.27E+37
-8.37E+37
-2.16E+37
-3.26E+37
-4.52E+37
-2.67E+37
-3.15E+37
-1.32E+38
-4.48E+36
-5.58E+37
1.97E+37
-4.58E+37
-1.19E+38
-2.07E+37
-3.23E+36
-4.20E+37
-6.45E+37
-1.38E+38
-3.49E+37
9.40E+36
-8.66E+36
2.87E+36
-4.31E+37
-5.37E+37
-5.96E+37
7.50E+37
-7.86E+37
-1.13E+38
-1.49E+38
-2.62E+36
-1.06E+38
-2.56E+37
1.76E+37
-5.65E+37
-5.50E+37
1.07E+38
-7.52E+35
-1.62E+37
-1.31E+38
-7.31E+37
-7.20E+37
-9.22E+37
-1.95E+37
1.33E+37
-1.34E+38
-5.76E+37
-3.09E+37
-1.82E+37
-1.09E+38
-3.41E+37
-1.17E+38
-7.24E+35
-7.03E+37
-8.65E+36
-7.75E+37
-7.49E+37
1.81E+37
-1.04E+38
-4.95E+37
-3.28E+37
-8.07E+37
-8.19E+36
-3.01E+36
-3.17E+37
-3.08E+37
1.70E+37
-9.56E+37
-1.81E+37
-1.28E+37
-3.22E+37
-1.00E+38
-2.45E+37
-5.58E+37
-9.29E+37
2.81E+37
-2.90E+37
-1.34E+38
8.58E+36
-7.48E+37
-8.21E+37
-6.43E+37
-3.68E+37
-3.51E+37
-1.17E+38
-9.14E+37
2.08E+37
-9.64E+37
6.17E+36
-1.36E+38
-4.97E+37
-4.26E+37
-7.46E+37
-7.68E+37
-3.73E+37
-4.68E+37
-7.32E+37
-1.49E+38
-3.41E+36
-9.28E+37
-9.68E+37
-1.68E+37
-1.56E+38
-4.06E+37
-3.54E+37
5.98E+35
-6.09E+37
-9.27E+36
-1.52E+37
-8.29E+37
-9.17E+36
4.40E+37
-2.30E+37
-8.23E+37
-1.10E+38
-5.36E+37
-3.92E+37
-1.69E+37
5.87E+36
-4.07E+37
-5.76E+37
-4.74E+37
-4.20E+37
-7.67E+36
-4.92E+37
-4.19E+37
-4.64E+37
-6.69E+37
-1.03E+38
-4.93E+37
-9.58E+37
-9.72E+36
-4.23E+36
-9.51E+37
-3.94E+37
-4.10E+37
-1.14E+38
-7.04E+37
5.10E+36
-1.05E+38
-1.22E+38
-3.56E+37
-1.36E+38
-7.98E+37
-4.43E+37
-4.53E+37
-1.32E+38
-1.05E+37
-9.33E+37
-4.62E+37
2.49E+37
-1.15E+38
-6.76E+37
-1.37E+38
-5.36E+37
-1.34E+38
-8.57E+37
-1.40E+37
-9.14E+37
4.37E+37
-2.51E+37
-3.06E+37
-7.55E+37
-4.41E+37
-1.67E+37
-4.33E+37
-6.04E+37
3.35E+37
-4.80E+37
-1.89E+37
-5.24E+37
-9.75E+37
-1.01E+38
-5.44E+37
-2.66E+37
1.87E+37
-2.33E+37
-1.14E+38
-1.24E+36
-4.07E+37
-9.34E+36
-1.49E+37
-7.82E+37
-8.74E+37
-4.56E+37
-2.66E+37
-3.51E+37
-3.34E+37
-7.56E+37
2.33E+37
-1.39E+38
-1.16E+38
-1.29E+38
-3.55E+36
-8.12E+37
7.54E+36
-8.19E+37
-2.06E+37
-5.66E+37
-4.15E+37
-2.33E+37
-6.01E+37
-1.19E+38
-3.73E+37
-9.44E+37
-4.57E+37
-2.53E+37
-3.08E+37
-1.30E+38
-1.20E+38
-6.94E+37
-7.87E+37
-6.10E+37
-4.10E+37
-7.25E+37
-7.17E+37
-2.73E+37
-2.79E+37
-1.38E+37
-1.10E+37
-1.32E+38
-6.91E+37
-7.79E+37
-6.69E+37
-1.64E+37
-1.24E+38
-1.00E+37
-2.42E+36
-5.30E+37
-5.77E+37
1.12E+37
-9.52E+37
2.32E+37
-5.49E+37
-6.61E+37
-3.89E+37
-6.09E+37
-2.45E+37
-9.75E+37
-2.67E+37
-1.03E+38
3.46E+37
-1.15E+38
-3.10E+37
2.58E+37
1.33E+37
-6.70E+37
-6.33E+37
-6.83E+37
-4.58E+37
-3.89E+37
-7.87E+37
-3.33E+37
-3.65E+37
2.19E+37
-8.32E+37
-6.22E+37
-9.51E+37
-8.19E+37
-9.62E+37
-8.29E+37
-4.96E+37
-1.07E+38
-3.14E+35
-1.04E+38
-2.25E+37
-4.84E+36
-6.19E+37
-5.84E+37
1.02E+37
-5.97E+37
-6.37E+37
-7.63E+37
-3.02E+37
-7.70E+37
-3.77E+37
-6.52E+37
-3.85E+37
-2.39E+37
-3.99E+37
-1.40E+38
-7.25E+37
-7.19E+37
-6.30E+37
7.13E+37
-8.90E+37
1.14E+36
-8.55E+37
-2.83E+37
-2.46E+37
-8.37E+37
-6.95E+37
-1.78E+37
-4.93E+37
-1.18E+38
-6.24E+37
8.27E+36
-5.87E+37
-5.50E+37
-1.61E+38
-4.40E+37
-4.17E+37
-4.42E+37
-8.42E+37
-1.22E+38
-2.28E+37
3.58E+37
-6.86E+37
-3.42E+37
-8.44E+37
-6.84E+37
-5.82E+37
-6.86E+37
-5.56E+36
-7.25E+36
-8.87E+37
9.88E+36
-1.24E+38
-4.65E+37
1.76E+37
-1.15E+38
-1.31E+38
-6.18E+37
-3.32E+37
-3.90E+37
-2.89E+37
-5.65E+37
-1.30E+37
-2.02E+37
-3.57E+37
-4.28E+37
2.02E+37
-5.32E+37
-7.99E+37
-1.15E+38
7.86E+36
-5.30E+36
-6.21E+37
-5.98E+37
-7.78E+37
-4.74E+37
-8.70E+37
-6.66E+37
-3.84E+37
-9.37E+37
1.18E+37
-5.46E+37
-5.92E+37
-1.37E+38
-1.46E+38
-4.00E+37
-1.34E+38
2.37E+36
-5.61E+37
-1.02E+38
-6.72E+37
-1.29E+38
-5.46E+37
2.99E+37
-5.89E+37
-3.52E+37
-5.98E+37
-8.62E+37
-3.08E+37
-1.73E+37
-3.18E+37
-6.22E+37
-1.15E+38
-2.35E+36
-1.00E+38
-6.47E+37
-6.66E+37
-8.83E+37
-2.19E+37
-1.23E+38
-9.23E+36
-9.22E+37
-6.44E+37
-7.70E+37
-4.05E+37
3.85E+37
-1.01E+38
-2.24E+36
-1.12E+38
-8.32E+37
-3.82E+37
-6.34E+37
-5.15E+37
-1.38E+38
-3.82E+37
-1.91E+37
-6.78E+37
-9.27E+36
-6.97E+37
-5.58E+37
-7.28E+37
4.01E+36
-6.05E+37
-5.29E+37
-1.43E+38
-8.11E+37
-2.33E+37
-1.45E+38
-8.13E+37
-5.44E+37
-8.01E+37
-9.50E+37
-1.30E+38
-1.90E+37
-7.31E+37
-1.23E+38
-5.41E+37
-5.77E+37
-3.40E+37
-9.33E+37
-7.23E+37
-4.98E+37
-1.54E+36
-3.51E+37
-4.55E+37
-7.45E+37
-1.29E+38
-3.66E+37
-1.94E+37
-2.25E+37
-4.67E+37
3.85E+37
-1.38E+38
1.97E+37
-7.59E+37
-3.48E+37
-5.94E+37
-3.29E+37
-7.92E+37
-6.75E+37
-7.23E+37
-2.06E+37
-1.46E+37
-6.04E+37
-3.31E+37
-1.78E+37
-7.49E+37
-2.00E+36
-3.72E+37
-4.98E+37
-1.20E+38
-6.55E+37
-9.29E+36
-7.25E+37
-2.01E+37
-9.33E+37
-8.63E+37
-2.36E+37
-2.43E+37
3.17E+37
-7.52E+37
8.53E+36
9.67E+36
2.86E+37
-7.04E+37
-5.04E+37
-4.10E+37
-3.14E+37
-5.83E+37
-7.17E+37
-4.76E+37
1.41E+36
-2.33E+37
-8.94E+37
-1.07E+38
-1.22E+38
-2.63E+37
-9.09E+37
1.01E+37
3.92E+37
4.89E+37
-3.96E+37
-8.68E+37
-7.68E+37
-8.06E+37
-2.08E+37
2.31E+37
1.64E+35
-2.47E+37
-9.74E+36
-3.04E+37
-6.87E+37
-1.03E+38
-2.43E+37
-7.59E+37
-4.35E+37
-9.89E+37
-5.65E+37
1.63E+37
-8.61E+37
